课程编号,课程名,开课学院,类型,分类,学分,,老师
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,吕若凡
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,任政
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,张睿琳
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,李大伟
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,初美呈
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,张寂潮
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,肖皓文
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,张爱松
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,王进
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,张宇
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,郭大炜
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,王晋彦
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,张爱松
B51D4070,形势与政策(7)-知识产权(全汉语),学生处武装部,必修,人文社科类课程,0.2,,崔鹤
C05D101B,航空航天概论B(全汉语),航空科学与工程学院,必修,工程技术类课程,1.5,,朱斯岩
E01D4110,材料科学与工程特色实验(全汉语),材料科学与工程学院,必修,学科与专业基础,2,,张佐光
E02B371I,通信原理(全英语),电子信息工程学院,必修,学科与专业基础,4,,徐 桢|王向荣
E02D235I,EDA基础(全英语),电子信息工程学院,必修,学科与专业基础,3.5,,何云涛|赵 岭
E05C4520,救生与防护技术(全汉语),航空科学与工程学院,必修,专业课程,2,,杨春信|张兴娟
E06D4910,求职辅导系列讲座(全汉语),计算机学院,必修,专业课程,0.2,,刘 睿
E11D4370,产业经济学(全汉语),人文社会科学学院,必修,学科与专业基础,2,,韩 霞
E11D4380,新制度经济学(全汉语),人文社会科学学院,必修,学科与专业基础,2,,张佳书
E11D4640,中国历史纲要(全汉语),人文社会科学学院,必修,学科与专业基础,2,,宫艳霞
E11D4650,中国哲学概论(全汉语),人文社会科学学院,必修,学科与专业基础,2,,胡象明
E11D4770,中国古代文学作品选读(全汉语),人文社会科学学院,必修,学科与专业基础,4,,王维燕
E11D4790,中国古代文学史(全汉语),人文社会科学学院,必修,学科与专业基础,4,,吕效东
E12B4030,学术论文写作(英汉双语),外国语学院,必修,学科与专业基础,2,,田飞洋
E12B4030,学术论文写作(英汉双语),外国语学院,必修,学科与专业基础,2,,郑 丽
E12B4170,高级英语(3)(英汉双语),外国语学院,必修,学科与专业基础,2,,程艳琴
E12B4170,高级英语(3)(英汉双语),外国语学院,必修,学科与专业基础,2,,程艳琴
E12B4170,高级英语(3)(英汉双语),外国语学院,必修,学科与专业基础,2,,程艳琴
E13C4110,汽车测试技术(全汉语),交通科学与工程学院,必修,学科与专业基础,3,,丁能根|王 建|刘献栋|周 煜
E13D3720,机场特种结构**(全汉语),交通科学与工程学院,必修,专业课程,1.5,,张涛涛
E15B3760,模式识别基础(全汉语),宇航学院,必修,学科与专业基础,2,,曹晓光
E17B3170,仪器光电综合实验(全汉语),仪器科学与光电工程学院,必修,学科与专业基础,2,,周富强
E17B3170,仪器光电综合实验(全汉语),仪器科学与光电工程学院,必修,学科与专业基础,2,,周富强
E17B3170,仪器光电综合实验(全汉语),仪器科学与光电工程学院,必修,学科与专业基础,2,,周富强
E17B3170,仪器光电综合实验(全汉语),仪器科学与光电工程学院,必修,学科与专业基础,2,,周富强
E19B3230,电动力学(全汉语),物理科学与核能工程学院,必修,学科与专业基础,4,,许怀哲
E24B4310,概率统计(其他语言),中法工程师学院,必修,学科与专业基础,2,,牛 薇
E24B4510,动力学及振动学(其他语言),中法工程师学院,必修,学科与专业基础,2,,外教
E24B4520,工程热力学(其他语言),中法工程师学院,必修,学科与专业基础,2,,袁卫星|外教
E26D4510,论文写作基础(全汉语),新媒体艺术与设计学院,必修,学科与专业基础,1,,张 晨
E26D4520,应用设计文案写作(全汉语),新媒体艺术与设计学院,必修,学科与专业基础,1,,宫万琳
F01D4110,失效分析(全汉语),材料科学与工程学院,必修,专业课程,2,,赵子华
F01D4120,材料与安全(全汉语),材料科学与工程学院,必修,专业课程,2,,骆红云
F01D4140,非平衡材料(全汉语),材料科学与工程学院,必修,专业课程,2,,逄淑杰
F01D4150,环境材料(全汉语),材料科学与工程学院,必修,专业课程,2,,席文君
F01D4180,有色金属(全汉语),材料科学与工程学院,必修,专业课程,2,,卢惠民
F01D4190,专业英语Ⅰ(全汉语),材料科学与工程学院,必修,专业课程,2,,肖文龙
F01D4210,空天陶瓷材料(全汉语),材料科学与工程学院,必修,专业课程,2,,张 跃
F01D4410,复合材料及胶粘剂应用技术(全汉语),材料科学与工程学院,必修,专业课程,2,,王绍凯
F01D4440,专业英语Ⅲ(全汉语),材料科学与工程学院,必修,专业课程,2,,陈爱华
F02C4420,现代空中交通管理(全汉语),电子信息工程学院,必修,专业课程,3.5,,薛 瑞
F02D3730,光电信息技术(全汉语),电子信息工程学院,必修,专业课程,3,,闫娟娟
F02D4110,无线电导航(全汉语),电子信息工程学院,必修,专业课程,2,,黄智刚
F02D411I,无线电导航(全英语),电子信息工程学院,必修,专业课程,2,,金 天
F02D4120,现代通信（扩频+OFDM）(全汉语),电子信息工程学院,必修,专业课程,2,,孙进平|闫娟娟
F02D4130,雷达原理(全汉语),电子信息工程学院,必修,专业课程,2.5,,许小剑
F02D4140,通信天线与馈电(全汉语),电子信息工程学院,必修,专业课程,2,,张 岩
F02D414I,通信天线与馈电系统(全英语),电子信息工程学院,必修,专业课程,2,,张 岩
F02D4170,移动通信(全汉语),电子信息工程学院,必修,专业课程,1,,朱云龙
F02D4180,扩频通信(全汉语),电子信息工程学院,必修,专业课程,1,,李署坚
F02D4210,软件无线电基础(全汉语),电子信息工程学院,必修,专业课程,2,,万国龙
F02D4220,遥控遥测系统(全汉语),电子信息工程学院,必修,专业课程,2,,修春娣
F02D4280,DSP原理及应用(全汉语),电子信息工程学院,必修,专业课程,1.5,,张玉玺
F02D4290,数字声像技术(全汉语),电子信息工程学院,必修,专业课程,1,,刁为民
F02D4310,微波器件与电路(全汉语),电子信息工程学院,必修,专业课程,2,,赵京城|刘荣科
F02D4320,微波集成技术(全汉语),电子信息工程学院,必修,专业课程,2,,戴 飞
F02D4380,网络管理(全汉语),电子信息工程学院,必修,专业课程,1,,王志鹏
F02D4430,空域与流量管理技术(全汉语),电子信息工程学院,必修,专业课程,2,,王福祥
F02D4440,航空导航技术(全汉语),电子信息工程学院,必修,专业课程,2,,李 锐|王志鹏
F02D4510,通信及雷达对抗基础(全汉语),电子信息工程学院,必修,专业课程,2,,谢拥军
F02D4740,光纤通信与网络(全汉语),电子信息工程学院,必修,专业课程,3,,郑 铮|赵 欣
F02D4750,现代通信与声光信号处理(全汉语),电子信息工程学院,必修,专业课程,2,,张 波|万育航
F02D4820,半导体物理与器件(全汉语),电子信息工程学院,必修,专业课程,2,,冀会辉
F02D4830,集成电路设计方法(全汉语),电子信息工程学院,必修,专业课程,2,,夏同生
F02D4840,集成电路与系统工艺原理(全汉语),电子信息工程学院,必修,专业课程,2,,王 翔
F02D4910,电波传播(全汉语),电子信息工程学院,必修,专业课程,2,,谢树果
F02D4920,射频与微波通信系统(全汉语),电子信息工程学院,必修,专业课程,2,,王晓晓
F02D4930,电磁兼容(全汉语),电子信息工程学院,必修,专业课程,2,,戴 飞
F03C4260,飞行控制系统（2）(全汉语),自动化科学与电气工程学院,必修,专业课程,2.5,,吴森堂
F03C4720,机电控制系统(全汉语),自动化科学与电气工程学院,必修,专业课程,2.5,,李运华|高元楼
F03C4910,电力传动与控制系统 (全汉语),自动化科学与电气工程学院,必修,专业课程,2.5,,孙 静
F03D4110,电工材料(全汉语),自动化科学与电气工程学院,必修,专业课程,2,,王自强
F03D4210,运动控制实验(全汉语),自动化科学与电气工程学院,必修,专业课程,3,,袁少强
F03D4220,工业过程控制(全汉语),自动化科学与电气工程学院,必修,专业课程,2.5,,吴云洁
F03D4270,系统建模与仿真(全汉语),自动化科学与电气工程学院,必修,专业课程,2,,宋 晓
F03D4320,实验技术与建模(全汉语),自动化科学与电气工程学院,必修,专业课程,2.5,,杨 静
F03D4330,数字信号处理(全汉语),自动化科学与电气工程学院,必修,专业课程,2.5,,万九卿|王秋生
F03D4410,人工智能与知识工程(全汉语),自动化科学与电气工程学院,必修,专业课程,2.5,,王 岩
F03D4420,DSP技术基础(全汉语),自动化科学与电气工程学院,必修,专业课程,2.5,,张宝昌
F03D4641,多源信息融合导论(全汉语),自动化科学与电气工程学院,必修,专业课程,2,,李文玲
F03D4810,航空航天器供电系统(全汉语),自动化科学与电气工程学院,必修,专业课程,2.5,,王 永
F03D4820,电力系统分析(全汉语),自动化科学与电气工程学院,必修,专业课程,2.5,,王莉娜
F03D4830,开关电源(全汉语),自动化科学与电气工程学院,必修,专业课程,2,,张俊民
F03D4840,高电压工程(全汉语),自动化科学与电气工程学院,必修,专业课程,2,,肖春燕
F03D4920,控制电机(全汉语),自动化科学与电气工程学院,必修,专业课程,2.5,,郭 宏|徐金全
F04D3430,强度振动测试技术(全汉语),能源与动力工程学院,必修,专业课程,2,,马艳红
F04D4290,航空发动机热防护(全汉语),能源与动力工程学院,必修,专业课程,2,,吴 宏
F04D4330,计算流体力学(全汉语),能源与动力工程学院,必修,专业课程,2,,方 韧
F04D4340,气动声学与噪声控制(全汉语),能源与动力工程学院,必修,专业课程,2,,李晓东|高军辉
F04D4450,航空燃气轮机制造工艺(全汉语),能源与动力工程学院,必修,专业课程,2,,宋满祥|申秀丽
F04D4460,航空发动机适航与维修(全汉语),能源与动力工程学院,必修,专业课程,1.5,,陈志英
F04D4470,发动机结构优化(全汉语),能源与动力工程学院,必修,专业课程,2,,申秀丽|胡殿印
F04D4480,汽车发动机结构(全汉语),能源与动力工程学院,必修,专业课程,1.5,,彭 榕
F04D4640,计算传热学(全汉语),能源与动力工程学院,必修,专业课程,2,,朱剑琴
F04D4650,新能源技术(全汉语),能源与动力工程学院,必修,专业课程,1.5,,陈 江
F04D4660,太阳能技术(全汉语),能源与动力工程学院,必修,专业课程,1.5,,甘志文
F04D4670,风能理论与技术(全汉语),能源与动力工程学院,必修,专业课程,1.5,,杜 刚
F04D4760,非均匀材料结构强度理论与分析技术(全汉语),能源与动力工程学院,必修,专业课程,1,,齐红宇
F04D4770,燃烧室数值模拟基础(全汉语),能源与动力工程学院,必修,专业课程,1,,王 方
F04D4840,数理方程(全汉语),能源与动力工程学院,必修,专业课程,2,,王 强|李 挺
F05D3220,结构设计适航基础(全汉语),航空科学与工程学院,必修,专业课程,2,,徐伟强
F05D324I,直升机飞行力学(全英语),航空科学与工程学院,必修,专业课程,2,,曹义华
F05D3520,泵与风机(全汉语),航空科学与工程学院,必修,专业课程,1,,邱义芬|刘 猛
F05D3530,气动调节装置(全汉语),航空科学与工程学院,必修,专业课程,1,,高红霞
F05D3550,飞机设计中人的因素分析(全汉语),航空科学与工程学院,必修,专业课程,1,,王黎静
F05D4110,飞机部件与系统设计(全汉语),航空科学与工程学院,必修,专业课程,1.5,,焦起祥
F05D4120,直升机部件及动力学设计(全汉语),航空科学与工程学院,必修,专业课程,1.5,,王吉东
F05D4130,气动弹性设计(全汉语),航空科学与工程学院,必修,专业课程,1,,谢长川
F05D4160,飞行器隐身技术基础(全汉语),航空科学与工程学院,必修,专业课程,1,,姬金祖
F05D4220,飞行性能(全汉语),航空科学与工程学院,必修,专业课程,1.5,,王衍洋|谭文倩
F05D4230,飞机的稳定与控制(全汉语),航空科学与工程学院,必修,专业课程,2,,王维军
F05D4240,飞行安全与适航技术(全汉语),航空科学与工程学院,必修,专业课程,1.5,,姜晓爱|蒙志君
F05D4420,实验流体力学(英汉双语),航空科学与工程学院,必修,专业课程,2,,王延奎
F05D4420,实验流体力学(英汉双语),航空科学与工程学院,必修,专业课程,2,,王延奎
F05D4430,湍流基础(全汉语),航空科学与工程学院,必修,专业课程,2,,王晋军|高 琪
F05D4520,清洁能源利用(全汉语),航空科学与工程学院,必修,专业课程,1,,邢玉明
F05D4530,飞机防冰技术(全汉语),航空科学与工程学院,必修,专业课程,1,,常士楠
F06D4710,互联网软件新技术（XML和Web）(全汉语),计算机学院,必修,专业课程,1,,葛 声
F07C321I,机械制造工艺(全英语),机械工程及自动化学院,必修,专业课程,3,,冯 林
F07C4120,机械设计学(全汉语),机械工程及自动化学院,必修,专业课程,2,,张以都
F07C412I,机械设计学(全英语),机械工程及自动化学院,必修,专业课程,2,,张以都
F07C4130,机械设计CAD(全汉语),机械工程及自动化学院,必修,专业课程,2.5,,刘冠阳
F07C4220,先进加工技术及装备(全汉语),机械工程及自动化学院,必修,专业课程,3,,彭 翀|蔡 军
F07C4230,数字化制造技术(全汉语),机械工程及自动化学院,必修,专业课程,3,,樊 锐|姜兴刚
F07C4320,信号处理及其应用(全汉语),机械工程及自动化学院,必修,专业课程,3,,满庆丰|夏继强
F07C4340,机电一体化集成技术(全汉语),机械工程及自动化学院,必修,专业课程,2.5,,付永领
F07C4420,生产与运作管理(全汉语),机械工程及自动化学院,必修,专业课程,3,,杨建军
F07C4430,计算机辅助制造(全汉语),机械工程及自动化学院,必修,专业课程,3,,郑联语|杜福洲
F07C443I,计算机辅助制造(全英语),机械工程及自动化学院,必修,专业课程,3,,乔立红|徐世新
F07C4520,熔焊技术基础(全汉语),机械工程及自动化学院,必修,专业课程,2,,朱 颖
F07C4530,焊接工艺及设备(全汉语),机械工程及自动化学院,必修,专业课程,3,,李刘合|从保强
F07C4620,计算几何与有限元基础(全汉语),机械工程及自动化学院,必修,专业课程,3,,万 敏|赵 罡|胡毕富
F07C4630,计算机辅助飞机制造(全汉语),机械工程及自动化学院,必修,专业课程,3,,郑国磊|闫光荣
F07C4710,产品设计(3)(全汉语),机械工程及自动化学院,必修,专业课程,2.5,,刘永瞻|王 韫
F07C4820,微纳表面科学与测量技术基础(全汉语),机械工程及自动化学院,必修,专业课程,3,,陈华伟
F07C4830,机器人技术基础(全汉语),机械工程及自动化学院,必修,专业课程,3,,丁希仑
F07D4720,信息设计(全汉语),机械工程及自动化学院,必修,专业课程,1.5,,尹 虎|王 韫
F07D4730,环境设计（2）(全汉语),机械工程及自动化学院,必修,专业课程,1.5,,张 融|魏晓东
F07D4750,工业设计先进制造技术(全汉语),机械工程及自动化学院,必修,专业课程,1.5,,陈 路
F07D4760,网络编程技术(全汉语),机械工程及自动化学院,必修,专业课程,1,,陈少强
F07D4910,现代焊接技术(全汉语),机械工程及自动化学院,必修,专业课程,1,,郭 伟
F07D4950,微纳米制造技术基础(全汉语),机械工程及自动化学院,必修,专业课程,1.5,,袁松梅
F08C4140,质量管理与可靠性工程(全汉语),经济管理学院,必修,专业课程,2,,单 伟
F08C9330,战略管理(全汉语),经济管理学院,必修,专业课程,2,,欧阳桃花|张思萱
F08D3531,固定收益证券(全汉语),经济管理学院,必修,专业课程,2,,曾建华
F08D4331,金融企业会计(全汉语),经济管理学院,必修,专业课程,2,,韦红梅
F08D4340,质量管理(全汉语),经济管理学院,必修,专业课程,2,,宋文燕
F08D4340,质量管理(全汉语),经济管理学院,必修,专业课程,2,,赵吉昌
F08D4341,非营利组织会计(全汉语),经济管理学院,必修,专业课程,2,,赵 莹
F08D4360,企业与制造战略管理(全汉语),经济管理学院,必修,专业课程,2,,邓修权
F08D4370,项目管理(全汉语),经济管理学院,必修,专业课程,2,,王立文
F08D4390,企业资源计划(全汉语),经济管理学院,必修,专业课程,2,,郝金星
F08D452I,国际技术贸易(全英语),经济管理学院,必修,专业课程,3,,杨 捷
F08D455I,Excel在投资理财中的应用(全英语),经济管理学院,必修,专业课程,1.5,,谢 岚
F08D462I,管理沟通(全英语),经济管理学院,必修,专业课程,2,,王赫鑫
F08D465I,商务伦理与多元文化冲突(全英语),经济管理学院,必修,专业课程,2,,方 虹
F09C4810,偏微分方程数值解(全汉语),数学与系统科学学院,必修,专业课程,4,,冯仁忠
F09D4840,精算数学(全汉语),数学与系统科学学院,必修,专业课程,2,,赵可昳
F09D4850,金融数学(全汉语),数学与系统科学学院,必修,专业课程,2,,赵可昳
F11D3310,西方社会政治思想(全汉语),人文社会科学学院,必修,专业课程,2,,陈文博
F11D4150,非营利组织管理(全汉语),人文社会科学学院,必修,专业课程,2,,曹庆萍
F12B4050,英汉同声传译入门(英汉双语),外国语学院,必修,专业课程,2,,王 沛
F12C4710,当代德国文化(其他语言),外国语学院,必修,专业课程,2,,刘 璐
F12C4711,德语国家文学史与作品选读（3）(其他语言),外国语学院,必修,专业课程,2,,贺 克
F12C4730,德语翻译实践(2)(其他语言),外国语学院,必修,专业课程,2,,刘 璐
F12C4760,高级德语口语(3)(其他语言),外国语学院,必修,专业课程,2,,Barbara Nowara
F12D4020,科技翻译(英汉双语),外国语学院,必修,专业课程,2,,董 敏
F12D4720,德语报刊选读(其他语言),外国语学院,必修,专业课程,2,,Barbara Nowara
F12D4730,德国文学评论(其他语言),外国语学院,必修,专业课程,2,,吴晓樵
F13D3350,交通安全工程(全汉语),交通科学与工程学院,必修,专业课程,2,,鲁光泉|林庆峰
F13D3740,机场防护工程设计**(全汉语),交通科学与工程学院,必修,专业课程,1.5,,王乃东
F13D4210,内燃机电子控制技术(全汉语),交通科学与工程学院,必修,专业课程,2,,何勇灵
F13D4220,内燃机代用燃料(全汉语),交通科学与工程学院,必修,专业课程,1,,宋凌珺
F13D4230,混合动力技术(全汉语),交通科学与工程学院,必修,专业课程,1,,杨世春
F13D4240,汽车发动机增压技术(全汉语),交通科学与工程学院,必修,专业课程,2,,徐 斌
F13D4330,自动变速器技术(全汉语),交通科学与工程学院,必修,专业课程,1.5,,徐向阳|刘艳芳|董 鹏
F13D4340,交通管理与控制(全汉语),交通科学与工程学院,必修,专业课程,2,,于海洋|吴新开|张 钊
F13D4370,智能交通运输系统(全汉语),交通科学与工程学院,必修,专业课程,2,,马晓磊
F13D4610,结构抗震(全汉语),交通科学与工程学院,必修,专业课程,2,,张涛涛
F13D4710,建设项目管理(全汉语),交通科学与工程学院,必修,专业课程,1,,黄达海
F13D4720,建筑结构检验(全汉语),交通科学与工程学院,必修,专业课程,1,,周 耀
F13D4730,建筑结构选型(全汉语),交通科学与工程学院,必修,专业课程,1,,高政国
F15C4210,导弹与运载火箭总体设计(全汉语),宇航学院,必修,专业课程,2,,董长虹|郭祖华
F15C4220,飞行器结构分析与设计(全汉语),宇航学院,必修,专业课程,2,,黄 海|贾光辉
F15C4230,航天器设计(全汉语),宇航学院,必修,专业课程,2,,王利民|王新升|贺卫亮
F15C4570,火箭发动机设计(全汉语),宇航学院,必修,专业课程,6,,田爱梅|张黎辉|田 辉
F15C4570,火箭发动机设计(全汉语),宇航学院,必修,专业课程,6,,李家文|金 平
F15C4810,航天器控制原理(全汉语),宇航学院,必修,专业课程,2,,胡维多
F15C4820,飞行动力学(全汉语),宇航学院,必修,专业课程,2,,贾英宏
F15C4830,遥感技术基础(全汉语),宇航学院,必修,专业课程,2,,姜志国|尹继豪
F15C4840,计算智能基础(全汉语),宇航学院,必修,专业课程,2,,薛斌党
F15D4240,姿态与轨道动力学(全汉语),宇航学院,必修,专业课程,2.5,,韩 潮|陈 培
F15D4250,导弹与运载火箭制导系统(全汉语),宇航学院,必修,专业课程,2,,陈万春|郭祖华
F15D4340,导弹与运载火箭结构设计(全汉语),宇航学院,必修,专业课程,2,,孟庆春
F15D4360,导弹与运载火箭气动计算(全汉语),宇航学院,必修,专业课程,2,,马树微
F15D4850,天文导航技术基础(全汉语),宇航学院,必修,专业课程,2,,王海涌
F15D4860,图像探测、跟踪与识别技术(全汉语),宇航学院,必修,专业课程,2,,赵丹培
F15D4910,GPS定位导航原理与应用(全汉语),宇航学院,必修,专业课程,2,,李昭莹
F15D4920,航天器姿态控制系统设计(全汉语),宇航学院,必修,专业课程,2,,金 磊
F15D4930,航天工程概论(全汉语),宇航学院,必修,专业课程,2,,徐 明
F15D4940,飞行控制技术(全汉语),宇航学院,必修,专业课程,2,,宋 佳
F15D4960,数字视频处理基础(全汉语),宇航学院,必修,专业课程,2,,袁 丁
F15D4970,计算机视觉与OpenCV基础(全汉语),宇航学院,必修,专业课程,2,,孟 偲
F17D3540,摄影测量基础(全汉语),仪器科学与光电工程学院,必修,专业课程,4,,李旭东
F17D4560,遥感图像处理与解译(全汉语),仪器科学与光电工程学院,必修,专业课程,2.5,,李 娜
F17D4620,微机电系统(全汉语),仪器科学与光电工程学院,必修,专业课程,2,,董海峰
F17D4650,光学系统设计(全汉语),仪器科学与光电工程学院,必修,专业课程,2,,冯 迪
F17D4660,光电仪器系统设计(全汉语),仪器科学与光电工程学院,必修,专业课程,2,,周 震
F19C4410,专业物理实验方法(全汉语),物理科学与核能工程学院,必修,专业课程,3,,商广义
F19C4620,核物理实验(全汉语),物理科学与核能工程学院,必修,专业课程,2.5,,孙保华|王涛峰
F19D4480,专业英语(英汉双语),物理科学与核能工程学院,必修,专业课程,2,,朱开贵
F19D4490,凝聚态物理导论(全汉语),物理科学与核能工程学院,必修,专业课程,3,,崔怀洋
F19D4550,辐射剂量与防护(全汉语),物理科学与核能工程学院,必修,专业课程,2,,张高龙
F19D4560,核反应堆基础与原理(全汉语),物理科学与核能工程学院,必修,专业课程,2,,竺礼华
F19D4570,核技术基础(全汉语),物理科学与核能工程学院,必修,专业课程,2,,乐小云
F24B4500,机器人(其他语言),中法工程师学院,必修,专业课程,1,,严 亮
F24B4540,结构力学(其他语言),中法工程师学院,必修,专业课程,2,,外教
F24B4590,流体力学(其他语言),中法工程师学院,必修,专业课程,2,,方 乐
F26C4710,插画与图画书创作(全汉语),新媒体艺术与设计学院,必修,专业课程,4,,叶 强
F26C4720,综合绘画创作(全汉语),新媒体艺术与设计学院,必修,专业课程,3,,庄维嘉
F26C4810,动画短片创作（2）(全汉语),新媒体艺术与设计学院,必修,专业课程,3,,於 水
F26D4810,交互动画设计(全汉语),新媒体艺术与设计学院,必修,专业课程,3,,王 宁
F26D4820,影视音乐（声乐）基础(全汉语),新媒体艺术与设计学院,必修,专业课程,2,,王玉琴
F26D4910,多媒体编制与交互运用(全汉语),新媒体艺术与设计学院,必修,专业课程,4,,闫烁
F26D4920,品牌形象设计(全汉语),新媒体艺术与设计学院,必修,专业课程,4,,宋泽惠
F27D4310,化学前沿讲座(双语)(英汉双语),化学学院,必修,专业课程,2,,高秋明
F27D4320,专业英语(英汉双语),化学学院,必修,专业课程,2,,孙晓波
F27D4340,超分子化学(全汉语),化学学院,必修,专业课程,2,,刘全勇
F27D4380,仿生材料化学(全汉语),化学学院,必修,专业课程,2,,赵 勇|衡利苹
F27D4410,化学综合实验(2)(全汉语),化学学院,必修,专业课程,1.5,,郭 林
F27D4410,化学综合实验(2)(全汉语),化学学院,必修,专业课程,1.5,,郭 林
G01D4110,课程设计(全汉语),材料科学与工程学院,必修,实践类课程,1,,李树索
G01D4110,课程设计(全汉语),材料科学与工程学院,必修,实践类课程,1,,李 然
G02D4110,课程设计(全汉语),电子信息工程学院,必修,实践类课程,3,,谢树果|闫娟娟|张杰斌|蔡开泉
G03D4000,课程设计和综合实验(全汉语),自动化科学与电气工程学院,必修,实践类课程,4,,张 磊|邹丽萍
G03D4000,课程设计和综合实验(全汉语),自动化科学与电气工程学院,必修,实践类课程,4,,刘 中
G04D4920,专业课程设计(全汉语),能源与动力工程学院,必修,实践类课程,3,,闻 洁|吴 宏|罗 翔|全永凯|李海旺
G04D4920,专业课程设计(全汉语),能源与动力工程学院,必修,实践类课程,3,,王延荣|闫晓军|齐红宇|周建华|宋满祥|岳 明|袁 巍|樊 江|石多奇|方祥军|申秀丽|马艳红|杨 慧|魏大盛|李 超|李绍斌|王 方|张 弛|李志平|胡殿印|甘志文|张小勇|惠 鑫|张荣春|杜 林|李少林
G04D4930,专业综合实验(全汉语),能源与动力工程学院,必修,实践类课程,2,,曹福良|郭志辉|闫晓军|许全宏|刘玉英|马艳红|张 弛|胡殿印|覃道亮|张大义|张小勇
G04D4940,热工综合实验(全汉语),能源与动力工程学院,必修,实践类课程,1,,韩树军|吴 宏|李志强|罗 翔
G04D4940,热工综合实验(全汉语),能源与动力工程学院,必修,实践类课程,1,,韩树军|刘友宏|罗 翔|全永凯
G04D4940,热工综合实验(全汉语),能源与动力工程学院,必修,实践类课程,1,,郭 隽|吴 宏|邓宏武|李志强
G04D4940,热工综合实验(全汉语),能源与动力工程学院,必修,实践类课程,1,,韩树军|郭 隽|邓宏武|全永凯
G04D4940,热工综合实验(全汉语),能源与动力工程学院,必修,实践类课程,1,,韩树军|吴 宏|刘友宏|李志强
G04D4940,热工综合实验(全汉语),能源与动力工程学院,必修,实践类课程,1,,吴 宏|李志强|罗 翔|全永凯
G04D4940,热工综合实验(全汉语),能源与动力工程学院,必修,实践类课程,1,,郭 隽|邓宏武|刘友宏|李志强
G04D4940,热工综合实验(全汉语),能源与动力工程学院,必修,实践类课程,1,,郭 隽|吴 宏|刘友宏|罗 翔
G04D4940,热工综合实验(全汉语),能源与动力工程学院,必修,实践类课程,1,,郭 隽|邓宏武|罗 翔|全永凯
G04D4940,热工综合实验(全汉语),能源与动力工程学院,必修,实践类课程,1,,郭 隽|邓宏武|刘友宏|全永凯
G04D4940,热工综合实验(全汉语),能源与动力工程学院,必修,实践类课程,1,,郭 隽|邓宏武|刘友宏|全永凯
G04D4950,叶轮机设计与实验(全汉语),能源与动力工程学院,必修,实践类课程,2,,严 明|宁方飞
G04D4960,结构动力特性试验(全汉语),能源与动力工程学院,必修,实践类课程,0.5,,马艳红|李 超
G05D3120,专业课程设计(全汉语),航空科学与工程学院,必修,实践类课程,3,,焦起祥|何景武|罗漳平|王立峰|邓志诚|孙康文
G05D3120,专业课程设计(全汉语),航空科学与工程学院,必修,实践类课程,3,,王衍洋|谭文倩
G05D3120,专业课程设计(全汉语),航空科学与工程学院,必修,实践类课程,3,,周 越|董海涛|兰世隆|邹 辉|张劲柏|郭 昊
G05D3120,专业课程设计(全汉语),航空科学与工程学院,必修,实践类课程,3,,刘 猛|高红霞|谢永奇|卜雪琴|柏立战|申晓斌
G05D3120,专业课程设计(全汉语),航空科学与工程学院,必修,实践类课程,3,,邱志平|王晓军|张 铮|杨振宇|王治华|李宇航
G07D3410,专业综合设计(全汉语),机械工程及自动化学院,必修,实践类课程,2,,张 融|刘永瞻
G07D4120,专业课程设计(全汉语),机械工程及自动化学院,必修,实践类课程,2,,张彦华|曲文卿
G07D4120,专业课程设计(全汉语),机械工程及自动化学院,必修,实践类课程,2,,韩晓建|吴 琼
G07D4120,专业课程设计(全汉语),机械工程及自动化学院,必修,实践类课程,2,,王秀凤|张 俐|李卫东
G07D4120,专业课程设计(全汉语),机械工程及自动化学院,必修,实践类课程,2,,王延忠|姜兴刚
G07D4120,专业课程设计(全汉语),机械工程及自动化学院,必修,实践类课程,2,,王延忠|姜兴刚
G07D4120,专业课程设计(全汉语),机械工程及自动化学院,必修,实践类课程,2,,邢春香
G07D4120,专业课程设计(全汉语),机械工程及自动化学院,必修,实践类课程,2,,李大寨
G07D4120,专业课程设计(全汉语),机械工程及自动化学院,必修,实践类课程,2,,徐世新|段桂江|杜福洲
G07D412I,专业课程设计(全英语),机械工程及自动化学院,必修,实践类课程,2,,王延忠|姜兴刚
